completed_trades,winning_trades,losing_trades,win_rate,average_trade_return,gross_profit,gross_loss,profit_factor,average_winning_trade,average_losing_trade,expectancy,average_holding_period,best_trade,worst_trade,nifty_trade_count,nifty_win_rate,nifty_average_trade,average_nifty_holding,gold_trade_count,gold_win_rate,gold_average_trade,average_gold_holding
141,80,61,0.5673758865248227,0.020362385128714876,5.197888932071551,2.3267926289227523,2.2339287427079593,0.0649736116508944,-0.03814414145775004,0.020362385128714893,49.361702127659576,0.5523679859718293,-0.17350832465394728,71,0.5633802816901409,0.024181837152830666,52.71830985915493,70,0.5714285714285714,0.016488369504254592,45.957142857142856
